reference,title,closed_at,cves,risks,summary,first_revision,affected_systems
CERTFR-2024-AVI-0718,Multiples vulnérabilités dans le noyau Linux de Red Hat,,CVE-2024-36904; CVE-2022-48799; CVE-2023-52864; CVE-2024-35845; CVE-2021-47468; CVE-2024-36941; CVE-2024-38570; CVE-2023-52434; CVE-2024-36016; CVE-2023-52610; CVE-2021-47069; CVE-2022-48793; CVE-2021-47356,Déni de service à distance; Non spécifié par l'éditeur; Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Red Hat. Certaines d'entre elles permettent à un attaquant de provoquer une élévation de privilèges, un déni de service à distance et une atteinte à la confidentialité des données.",2024-08-23T11:37:00.931882,Red Hat N/A – Red Hat Enterprise Linux Server - AUS 8.6 x86_64 | Red Hat N/A – Red Hat Enterprise Linux Server - TUS 8.6 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for x86_64 - Update Services for SAP Solutions 8.6 x86_64 | Red Hat N/A – Red Hat Enterprise Linux Server for Power LE - Update Services for SAP Solutions 8.6 ppc64le
CERTFR-2024-AVI-0719,Multiples vulnérabilités dans le noyau Linux de Debian,,CVE-2024-41022; CVE-2024-41009; CVE-2022-48666; CVE-2024-42137; CVE-2024-41070; CVE-2024-41034; CVE-2024-42236; CVE-2024-42157; CVE-2024-42153; CVE-2024-42154; CVE-2024-36484; CVE-2024-42229; CVE-2024-41007; CVE-2024-42247; CVE-2024-41078; CVE-2024-41081; CVE-2024-41072; CVE-2024-36938; CVE-2024-42124; CVE-2024-41041; CVE-2024-42131; CVE-2024-40947; CVE-2024-42232; CVE-2024-42223; CVE-2024-42121; CVE-2024-41063; CVE-2024-41017; CVE-2024-42244; CVE-2024-41012; CVE-2024-42119; CVE-2024-39487; CVE-2024-36901; CVE-2024-41090; CVE-2024-41077; CVE-2024-42106; CVE-2024-42104; CVE-2024-42120; CVE-2024-41068; CVE-2024-42101; CVE-2024-41059; CVE-2024-41040; CVE-2024-42115; CVE-2024-41055; CVE-2024-41015; CVE-2024-42102; CVE-2024-42224; CVE-2024-42161; CVE-2024-41035; CVE-2024-41049; CVE-2024-42143; CVE-2024-41065; CVE-2024-42127; CVE-2024-41091; CVE-2024-42105; CVE-2024-41044; CVE-2024-41046; CVE-2024-42152; CVE-2024-42148; CVE-2024-41064; CVE-2024-41020; CVE-2024-42145,Déni de service; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",2024-08-23T11:46:08.429841,Debian N/A – Debian bullseye versions antérieures à 5.10.223-1
CERTFR-2024-AVI-0720,Multiples vulnérabilités dans IBM QRadar SIEM,,CVE-2023-52675; CVE-2023-4692; CVE-2024-26656; CVE-2024-26974; CVE-2023-43788; CVE-2024-26585; CVE-2024-27397; CVE-2024-35854; CVE-2023-52878; CVE-2024-5564; CVE-2023-52669; CVE-2024-36004; CVE-2024-26859; CVE-2024-35959; CVE-2024-35855; CVE-2024-26801; CVE-2024-36007; CVE-2021-47311; CVE-2024-35852; CVE-2023-52781; CVE-2024-35845; CVE-2021-47073; CVE-2024-26804; CVE-2023-52686; CVE-2021-47236; CVE-2024-35890; CVE-2023-52877; CVE-2024-26826; CVE-2024-26583; CVE-2024-35888; CVE-2023-52700; CVE-2021-47495; CVE-2024-26675; CVE-2024-26906; CVE-2024-26584; CVE-2024-22365; CVE-2023-43789; CVE-2024-35835; CVE-2024-26735; CVE-2023-52881; CVE-2023-4693; CVE-2021-46972; CVE-2024-34750; CVE-2024-1048; CVE-2023-7008; CVE-2023-52667; CVE-2023-52703; CVE-2024-26759; CVE-2023-52464; CVE-2023-52813; CVE-2024-35838; CVE-2023-52615; CVE-2023-52560; CVE-2021-47069; CVE-2024-35960; CVE-2020-26555; CVE-2024-35789; CVE-2023-52835; CVE-2024-26982; CVE-2021-47310; CVE-2023-52626; CVE-2024-35958; CVE-2021-47456; CVE-2021-47356; CVE-2021-47353; CVE-2023-5090; CVE-2024-27410; CVE-2021-46909; CVE-2024-35853; CVE-2024-26907,Déni de service à distance; Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans IBM QRadar SIEM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et un déni de service à distance.",2024-08-23T11:53:34.547931,IBM QRadar SIEM – QRadar SIEM versions 7.5.x antérieures à 7.5.0 UP9 IF02
CERTFR-2024-AVI-0721,Vulnérabilité dans Microsoft Edge,,CVE-2024-38207,Exécution de code arbitraire à distance,Une vulnérabilité a été découverte dans Microsoft Edge. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance.,2024-08-26T11:33:26.230294,Microsoft Edge – Microsoft Edge versions antérieures à 128.0.2739.42
CERTFR-2024-AVI-0722,Vulnérabilité dans MongoDB Server,,CVE-2024-8207,Exécution de code arbitraire,Une vulnérabilité a été découverte dans MongoDB Server. Elle permet à un attaquant de provoquer une exécution de code arbitraire.,2024-08-28T11:30:13.849939,MongoDB Server – MongoDB Server versions 6.x antérieures à 6.0.3 sur Linux | MongoDB Server – MongoDB Server versions 5.x antérieures à 5.0.14 sur Linux
CERTFR-2024-AVI-0723,Vulnérabilité dans les produits Cisco Nexus,,CVE-2024-20446,Déni de service à distance,Une vulnérabilité a été découverte dans les produits Cisco Nexus. Elle permet à un attaquant de provoquer un déni de service à distance.,2024-08-29T08:28:01.785163,Cisco N/A – Cisco NX-OS Software version 9.3(9) | Cisco N/A – Cisco NX-OS Software version 10.2(1) | Cisco N/A – Cisco NX-OS Software version 8.2(11)
CERTFR-2024-AVI-0724,Multiples vulnérabilités dans Google Chrome,,CVE-2024-8193; CVE-2024-7969; CVE-2024-8198; CVE-2024-8194,Non spécifié par l'éditeur,De multiples vulnérabilités ont été découvertes dans Google Chrome. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,2024-08-29T08:32:12.293444,Google Chrome – Chrome versions antérieures à 128.0.6613.113 sur Linux | Google Chrome – Chrome versions antérieures à 128.0.6613.113/.114 sur Windows et MacOS
CERTFR-2024-AVI-0725,Vulnérabilité dans Wireshark,,CVE-2024-8250,Déni de service à distance,Une vulnérabilité a été découverte dans Wireshark. Elle permet à un attaquant de provoquer un déni de service à distance.,2024-08-29T08:34:34.117020,Wireshark N/A – Wireshark versions 4.2.x antérieures à 4.2.7 | Wireshark N/A – Wireshark versions 4.0.x antérieures à 4.0.17
CERTFR-2024-AVI-0726,Multiples vulnérabilités dans les produits IBM,,CVE-2024-29041; CVE-2024-28849; CVE-2024-4068; CVE-2024-4067; CVE-2024-21501; CVE-2024-27983; CVE-2024-27982; CVE-2024-27088; CVE-2024-39747,Déni de service à distance; Injection de code indirecte à distance (XSS); Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer un déni de service à distance, une atteinte à la confidentialité des données et une injection de code indirecte à distance (XSS).",2024-08-30T11:41:19.184492,IBM Sterling Connect:Direct – Sterling Connect:Direct Web Services versions 6.2.x antérieures à 6.2.0.24 | IBM Sterling Connect:Direct – Sterling Connect:Direct Web Services versions 6.x antérieures à 6.1.0.25 | IBM Sterling Connect:Direct – Sterling Connect:Direct Web Services versions 6.3.x antérieures à 6.3.0.9 | IBM QRadar – QRadar Use Case Manager versions antérieures à 3.10.0
CERTFR-2024-AVI-0727,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,CVE-2024-26654; CVE-2023-52760; CVE-2024-26830; CVE-2024-39484; CVE-2024-26600; CVE-2021-46926; CVE-2024-26903; CVE-2024-26921; CVE-2023-52629; CVE-2024-26679; CVE-2024-35955; CVE-2024-26929; CVE-2024-26680; CVE-2024-24860; CVE-2024-36901; CVE-2023-52470; CVE-2024-35835; CVE-2024-22099; CVE-2023-52806; CVE-2024-26687; CVE-2024-36940; CVE-2023-52644; CVE-2024-39292,Déni de service à distance; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer un déni de service à distance, une atteinte à la confidentialité des données et un contournement de la politique de sécurité.",2024-08-30T11:47:11.758575,Ubuntu N/A – Ubuntu 16.04 ESM | Ubuntu N/A – Ubuntu 18.04 ESM | Ubuntu N/A – Ubuntu 14.04 ESM | Ubuntu N/A – Ubuntu 20.04 LTS
CERTFR-2024-AVI-0728,Multiples vulnérabilités dans le noyau Linux de Red Hat,,CVE-2024-38608; CVE-2024-35897; CVE-2024-35839; CVE-2024-26581; CVE-2024-35962; CVE-2024-36025; CVE-2024-42110; CVE-2024-40983; CVE-2024-41041; CVE-2024-35898; CVE-2024-40905; CVE-2024-36003; CVE-2024-35896; CVE-2024-40912; CVE-2024-41090; CVE-2024-40929; CVE-2023-52771; CVE-2024-26908; CVE-2024-26668; CVE-2024-27020; CVE-2024-39476; CVE-2024-40957; CVE-2024-40939; CVE-2024-27019; CVE-2024-40941; CVE-2024-38540; CVE-2024-41076; CVE-2024-40978; CVE-2024-41091; CVE-2024-27016; CVE-2024-42152; CVE-2024-38579; CVE-2024-26925; CVE-2024-38544; CVE-2024-27415; CVE-2024-40911; CVE-2024-26810; CVE-2024-26855; CVE-2023-52880; CVE-2024-38538; CVE-2024-40914,Déni de service à distance; Non spécifié par l'éditeur,De multiples vulnérabilités ont été découvertes dans le noyau Linux de Red Hat. Elles permettent à un attaquant de provoquer un déni de service à distance et un problème de sécurité non spécifié par l'éditeur.,2024-08-30T11:54:59.253802,"Red Hat N/A – Red Hat Enterprise Linux for x86_64 9 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for Power, little endian 9 ppc64le | Red Hat N/A – Red Hat Enterprise Linux for Power, little endian - Extended Update Support 9.4 ppc64le | Red Hat N/A – Red Hat Enterprise Linux Server for Power LE - Update Services for SAP Solutions 9.4 ppc64le | Red Hat N/A – Red Hat Enterprise Linux for x86_64 - Extended Update Support 9.4 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for Real Time for NFV for x86_64 - 4 years of updates 9.4 x86_64 | Red Hat N/A – Red Hat CodeReady Linux Builder for ARM 64 - Extended Update Support 9.4 aarch64 | Red Hat N/A – Red Hat Enterprise Linux for x86_64 - Update Services for SAP Solutions 9.4 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for IBM z Systems - 4 years of updates 9.4 s390x | Red Hat N/A – Red Hat CodeReady Linux Builder for x86_64 - Extended Update Support 9.4 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for ARM 64 - Extended Update Support 9.4 aarch64 | Red Hat N/A – Red Hat Enterprise Linux Server - AUS 9.4 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for IBM z Systems - Extended Update Support 9.4 s390x | Red Hat N/A – Red Hat Enterprise Linux for ARM 64 9 aarch64 | Red Hat N/A – Red Hat Enterprise Linux for Real Time 9 x86_64 | Red Hat N/A – Red Hat CodeReady Linux Builder for Power, little endian - Extended Update Support 9.4 ppc64le | Red Hat N/A – Red Hat CodeReady Linux Builder for Power, little endian 9 ppc64le | Red Hat N/A – Red Hat CodeReady Linux Builder for IBM z Systems - Extended Update Support 9.4 s390x | Red Hat N/A – Red Hat Enterprise Linux for IBM z Systems 9 s390x | Red Hat N/A – Red Hat CodeReady Linux Builder for x86_64 9 x86_64 | Red Hat N/A – Red Hat Enterprise Linux for Real Time for x86_64 - 4 years of updates 9.4 x86_64 | Red Hat N/A – Red Hat CodeReady Linux Builder for ARM 64 9 aarch64 | Red Hat N/A – Red Hat CodeReady Linux Builder for IBM z Systems 9 s390x | Red Hat N/A – Red Hat Enterprise Linux for ARM 64 - 4 years of updates 9.4 aarch64 | Red Hat N/A – Red Hat Enterprise Linux for Real Time for NFV 9 x86_64"
CERTFR-2024-AVI-0729,Multiples vulnérabilités dans le noyau Linux de SUSE,,CVE-2022-48651; CVE-2024-36921; CVE-2021-47402; CVE-2023-6531; CVE-2024-26852; CVE-2024-27398; CVE-2024-23307; CVE-2024-35950; CVE-2021-46955; CVE-2023-52772; CVE-2024-26610; CVE-2021-47378; CVE-2021-47383; CVE-2024-26923; CVE-2023-1829; CVE-2024-26828; CVE-2023-6546; CVE-2024-26930,Non spécifié par l'éditeur; Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un contournement de la politique de sécurité.",2024-08-30T11:55:33.598672,SUSE N/A – SUSE Linux Enterprise Server for SAP Applications 15 SP2 | SUSE N/A – SUSE Linux Enterprise High Performance Computing 12 SP5 | SUSE N/A – SUSE Linux Enterprise Server 12 SP5 | SUSE N/A – SUSE Linux Enterprise Live Patching 15-SP3 | SUSE N/A – SUSE Linux Enterprise Live Patching 15-SP2 | SUSE N/A – SUSE Linux Enterprise High Performance Computing 15 SP2 | SUSE N/A – SUSE Linux Enterprise Live Patching 15-SP6 | SUSE N/A – SUSE Linux Enterprise Live Patching 12-SP5 | SUSE N/A – SUSE Linux Enterprise Server 15 SP3 | SUSE N/A – SUSE Linux Enterprise Micro 5.2 | SUSE N/A – SUSE Linux Enterprise Real Time 15 SP6 | SUSE N/A – openSUSE Leap 15.6 | SUSE N/A – SUSE Linux Enterprise High Performance Computing 15 SP3 | SUSE N/A – SUSE Linux Enterprise Server for SAP Applications 15 SP3 | SUSE N/A – SUSE Linux Enterprise Server for SAP Applications 12 SP5 | SUSE N/A – SUSE Linux Enterprise Micro 5.1 | SUSE N/A – openSUSE Leap 15.3 | SUSE N/A – SUSE Linux Enterprise Server 15 SP2 | SUSE N/A – SUSE Linux Enterprise Server for SAP Applications 15 SP6 | SUSE N/A – SUSE Linux Enterprise Server 15 SP6
CERTFR-2024-AVI-0730,Multiples vulnérabilités dans MISP,,CVE-2024-45509; CVE-2024-33855,Injection de code indirecte à distance (XSS); Contournement de la politique de sécurité,De multiples vulnérabilités ont été découvertes dans MISP. Elles permettent à un attaquant de provoquer une injection de code indirecte à distance (XSS) et un contournement de la politique de sécurité.,2024-09-02T11:36:26.832664,MISP MISP – MISP versions antérieures à 2.4.197
CERTFR-2024-AVI-0731,Multiples vulnérabilités dans Google Chrome,,CVE-2024-8362; CVE-2024-7970,Non spécifié par l'éditeur,De multiples vulnérabilités ont été découvertes dans Google Chrome. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,2024-09-03T06:05:11.976888,Google Chrome – Chrome versions antérieures à 128.0.6613.119 sur Linux | Google Chrome – Chrome versions antérieures à 128.0.6613.119/.120 sur Windows et MacOS
CERTFR-2024-AVI-0732,Vulnérabilité dans les produits VMware,,CVE-2024-38811,Exécution de code arbitraire,Une vulnérabilité a été découverte dans VMware Fusion. Elle permet à un attaquant de provoquer une exécution de code arbitraire.,2024-09-03T11:11:23.973943,VMware Fusion – Fusion versions 13.x antérieures à 13.6 sur MacOS
CERTFR-2024-AVI-0733,Multiples vulnérabilités dans les produits Google,,CVE-2024-33060; CVE-2024-33034; CVE-2024-33038; CVE-2024-23365; CVE-2024-40650; CVE-2024-44094; CVE-2024-36972; CVE-2024-23358; CVE-2024-39432; CVE-2024-40657; CVE-2024-29779; CVE-2024-33042; CVE-2024-40658; CVE-2024-40655; CVE-2024-40654; CVE-2024-33035; CVE-2024-23359; CVE-2024-40652; CVE-2024-32896; CVE-2024-31336; CVE-2024-23362; CVE-2024-33043; CVE-2024-33048; CVE-2024-44093; CVE-2024-44092; CVE-2024-33016; CVE-2024-33052; CVE-2024-33045; CVE-2024-44095; CVE-2024-23364; CVE-2024-40656; CVE-2024-44096; CVE-2024-33050; CVE-2024-39431; CVE-2024-33057; CVE-2024-33054; CVE-2024-23716; CVE-2024-40662; CVE-2024-40659; CVE-2024-3655; CVE-2024-33051,Déni de service; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans les produits Google. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et une atteinte à la confidentialité des données. Google indique que la vulnérabilité CVE202432896 est activement exploitée dans le cadre d'attaques ciblées.",2024-09-04T06:00:22.160986,Google Pixel – Pixel toutes versions avant le correctif du 3 septembre 2024 | Google Android – Android toutes versions avant le correctif du 3 septembre 2024
CERTFR-2024-AVI-0734,Vulnérabilité dans CPython,,CVE-2024-6232,Déni de service,Une vulnérabilité a été découverte dans CPython. Elle permet à un attaquant de provoquer un déni de service.,2024-09-04T06:07:54.655085,Python CPython – CPython versions antérieures à 3.13.0rc2
CERTFR-2024-AVI-0735,Multiples vulnérabilités dans les produits Mozilla,,CVE-2024-8382; CVE-2024-8384; CVE-2024-8386; CVE-2024-8387; CVE-2023-6870; CVE-2024-8389; CVE-2024-8388; CVE-2024-8399; CVE-2024-8385; CVE-2024-8383; CVE-2024-8381,Exécution de code arbitraire à distance; Non spécifié par l'éditeur; Contournement de la politique de sécurité,"De multiples vulnérabilités ont été découvertes dans les produits Mozilla. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un contournement de la politique de sécurité et un problème de sécurité non spécifié par l'éditeur.",2024-09-04T07:18:08.125428,Mozilla Thunderbird – Thunderbird versions antérieures à 128.2 | Mozilla Firefox ESR – Firefox ESR versions antérieures à 128.2 | Mozilla Firefox ESR – Firefox ESR versions antérieures à 115.15 | Mozilla Firefox Focus – Firefox Focus pour iOS versions antérieures à 130 | Mozilla Firefox – Firefox versions antérieures à 130
CERTFR-2024-AVI-0736,Vulnérabilité dans OpenSSL,,CVE-2024-6119,Déni de service à distance,Une vulnérabilité a été découverte dans OpenSSL. Elle permet à un attaquant de provoquer un déni de service à distance.,2024-09-04T07:27:25.704740,OpenSSL OpenSSL – OpenSSL versions 3.3.x antérieures à 3.3.2 | OpenSSL OpenSSL – OpenSSL versions 3.0.x antérieures à 3.0.15 | OpenSSL OpenSSL – OpenSSL versions 3.2.x antérieures à 3.2.3 | OpenSSL OpenSSL – OpenSSL versions 3.1.x antérieures à 3.1.7
CERTFR-2024-AVI-0737,Multiples vulnérabilités dans Moxa OnCell 3120-LTE-1 Series,,CVE-2019-11358; CVE-2020-11022; CVE-2020-7656; CVE-2020-11023,Injection de code indirecte à distance (XSS),De multiples vulnérabilités ont été découvertes dans Moxa OnCell 3120LTE1 Series. Elles permettent à un attaquant de provoquer une injection de code indirecte à distance (XSS).,2024-09-04T12:02:16.675473,Moxa OnCell 3120-LTE-1 Series – OnCell 3120-LTE-1 Series sans les derniers correctifs de sécurité
CERTFR-2024-AVI-0738,Vulnérabilité dans Synacor Zimbra Desktop,,Aucune,Exécution de code arbitraire à distance,Une vulnérabilité a été découverte dans Synacor Zimbra Desktop. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance.,2024-09-04T12:10:36.273734,Synacor Zimbra Desktop – Zimbra Desktop versions antérieures à 4.38.0
CERTFR-2024-AVI-0739,Multiples vulnérabilités dans les produits Cisco,,CVE-2024-20439; CVE-2024-20430; CVE-2024-20440,Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans les produits Cisco. Certaines d'entre elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un contournement de la politique de sécurité.",2024-09-05T06:36:40.734610,Cisco Meraki SM Agent – Meraki SM Agent pour Windows versions antérieures à 4.2.0 | Cisco Smart Licensing Utility – Smart Licensing Utility version 2.x antérieures à 2.3.0
CERTFR-2024-AVI-0740,Multiples vulnérabilités dans les produits Veeam,,CVE-2024-39714; CVE-2024-40718; CVE-2024-42019; CVE-2024-38650; CVE-2024-38651; CVE-2024-39718; CVE-2024-40712; CVE-2024-42023; CVE-2024-40710; CVE-2024-42022; CVE-2024-42020; CVE-2024-39715; CVE-2024-40714; CVE-2024-42021; CVE-2024-40713; CVE-2024-40709; CVE-2024-42024; CVE-2024-40711,Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été découvertes dans les produits Veeam. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et une atteinte à la confidentialité des données.",2024-09-05T06:54:28.650238,Veeam Veeam Backup – Veeam Backup pour Oracle Linux Virtualization Manager et Red Hat Virtualization versions antérieures à 12.5.0.299 | Veeam Veeam Backup – Veeam Backup pour Nutanix AHV versions antérieures à 12.6.0.632 | Veeam Veeam ONE – Veeam ONE versions antérieures à 12.2.0.4093 | Veeam Veeam Backup & Replication – Veeam Backup & Replication versions antérieures à 12.2.0.334 | Veeam Veeam Service Provider Console – Veeam Service Provider Console versions antérieures à 8.1.0.21377 | Veeam Veeam Agent – Veeam Agent pour Linux versions antérieures à 6.2.0.101
CERTFR-2024-AVI-0741,Multiples vulnérabilités dans Juniper Secure Analytics,,CVE-2023-29483; CVE-2024-42472; CVE-2024-26934; CVE-2023-52477; CVE-2023-52675; CVE-2023-4692; CVE-2024-27059; CVE-2024-26656; CVE-2024-28834; CVE-2023-38264; CVE-2024-26974; CVE-2024-26897; CVE-2021-47055; CVE-2020-36777; CVE-2023-43788; CVE-2024-27052; CVE-2023-52425; CVE-2024-26585; CVE-2024-25744; CVE-2024-26973; CVE-2024-33602; CVE-2024-27397; CVE-2024-35854; CVE-2023-52878; CVE-2021-47185; CVE-2024-23650; CVE-2024-26603; CVE-2024-26964; CVE-2024-5564; CVE-2021-33198; CVE-2024-26993; CVE-2019-25162; CVE-2022-41715; CVE-2023-39321; CVE-2024-3933; CVE-2024-1975; CVE-2023-52669; CVE-2019-11358; CVE-2020-15778; CVE-2022-3287; CVE-2024-36004; CVE-2024-26859; CVE-2020-13936; CVE-2023-44487; CVE-2024-29857; CVE-2024-35959; CVE-2018-20060; CVE-2024-35855; CVE-2024-1737; CVE-2023-25193; CVE-2024-33600; CVE-2024-3652; CVE-2024-26615; CVE-2023-45802; CVE-2024-26801; CVE-2024-36007; CVE-2021-47311; CVE-2023-3635; CVE-2024-26643; CVE-2024-26779; CVE-2024-32021; CVE-2024-33599; CVE-2024-25629; CVE-2024-28180; CVE-2024-24806; CVE-2024-35852; CVE-2024-23307; CVE-2024-30172; CVE-2023-52528; CVE-2024-27048; CVE-2021-47013; CVE-2023-52781; CVE-2024-35845; CVE-2021-41072; CVE-2023-48795; CVE-2021-47073; CVE-2024-26804; CVE-2024-26593; CVE-2022-48627; CVE-2021-47171; CVE-2024-26743; CVE-2023-52686; CVE-2021-47236; CVE-2023-39318; CVE-2023-6240; CVE-2024-32004; CVE-2021-47118; CVE-2024-35890; CVE-2020-23064; CVE-2023-6918; CVE-2024-22195; CVE-2023-52877; CVE-2024-21011; CVE-2024-32020; CVE-2024-0450; CVE-2023-45803; CVE-2023-39319; CVE-2024-32487; CVE-2024-26826; CVE-2024-27056; CVE-2024-26583; CVE-2024-26642; CVE-2021-47153; CVE-2024-35888; CVE-2023-52700; CVE-2023-31122; CVE-2023-52439; CVE-2021-47495; CVE-2024-26675; CVE-2019-14865; CVE-2024-26906; CVE-2024-26610; CVE-2024-2357; CVE-2024-26584; CVE-2024-21094; CVE-2024-26919; CVE-2023-52445; CVE-2024-33601; CVE-2024-3019; CVE-2022-2880; CVE-2024-27014; CVE-2021-34558; CVE-2024-32465; CVE-2024-22365; CVE-2023-43804; CVE-2023-43789; CVE-2024-38428; CVE-2024-25062; CVE-2022-2879; CVE-2024-2398; CVE-2024-26892; CVE-2024-35835; CVE-2024-26735; CVE-2023-52881; CVE-2023-4693; CVE-2021-46972; CVE-2023-52578; CVE-2024-26461; CVE-2024-34750; CVE-2024-26458; CVE-2021-46934; CVE-2024-1048; CVE-2023-6004; CVE-2023-52598; CVE-2020-11022; CVE-2023-7008; CVE-2024-26659; CVE-2023-52667; CVE-2024-26933; CVE-2023-31484; CVE-2023-52703; CVE-2023-52594; CVE-2024-26693; CVE-2023-52595; CVE-2024-30171; CVE-2023-45287; CVE-2022-48624; CVE-2024-26759; CVE-2023-52464; CVE-2023-52813; CVE-2024-35838; CVE-2023-52513; CVE-2023-52615; CVE-2023-52610; CVE-2023-52560; CVE-2024-3651; CVE-2023-39322; CVE-2023-52606; CVE-2021-47069; CVE-2024-35960; CVE-2022-39253; CVE-2024-34064; CVE-2023-2953; CVE-2024-26872; CVE-2020-26555; CVE-2024-26901; CVE-2023-39326; CVE-2024-21085; CVE-2023-29409; CVE-2024-35789; CVE-2023-52835; CVE-2024-26982; CVE-2021-47310; CVE-2023-52626; CVE-2024-0340; CVE-2024-26744; CVE-2024-24786; CVE-2024-35958; CVE-2021-47456; CVE-2021-40153; CVE-2024-32002; CVE-2022-48669; CVE-2023-52565; CVE-2023-52520; CVE-2021-47356; CVE-2024-26694; CVE-2024-2961; CVE-2024-26664; CVE-2024-28182; CVE-2021-47353; CVE-2023-6597; CVE-2023-52607; CVE-2024-6345; CVE-2020-11023; CVE-2018-25091; CVE-2023-5090; CVE-2024-27410; CVE-2021-46909; CVE-2024-35853; CVE-2024-26907,Déni de service à distance; Injection de code indirecte à distance (XSS); Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été découvertes dans les produits Juniper Secure Analytics. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un déni de service à distance et une atteinte à la confidentialité des données.",2024-09-05T07:26:36.132501,Juniper Networks Secure Analytics – Juniper Secure Analytics versions antérieures à 7.5.0 UP9 IF02
CERTFR-2024-AVI-0742,Multiples vulnérabilités dans Synacor Zimbra Collaboration,,CVE-2024-45194; CVE-2024-38356; CVE-2024-45513; CVE-2024-45511; CVE-2024-45514; CVE-2024-45512; CVE-2024-45516; CVE-2024-45519; CVE-2024-45515; CVE-2024-45518; CVE-2024-45510; CVE-2024-45517,Injection de code indirecte à distance (XSS); Exécution de code arbitraire; Contournement de la politique de sécurité,De multiples vulnérabilités ont été découvertes dans Synacor Zimbra Collaboration. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,2024-09-05T07:41:14.798918,Synacor Zimbra Collaboration – Zimbra Daffodil versions antérieures à 10.1.1 | Synacor Zimbra Collaboration – Zimbra Collaboration Kepler versions antérieures à 9.0.0 Patch 41 | Synacor Zimbra Collaboration – Zimbra Collaboration Joule versions antérieures à 8.8.15 Patch 46 | Synacor Zimbra Collaboration – Zimbra Collaboration Daffodil versions antérieures à 10.0.9
CERTFR-2024-AVI-0743,Multiples vulnérabilités dans Centreon Web,,CVE-2024-32501; CVE-2024-33852; CVE-2024-33853; CVE-2024-33854; CVE-2024-5725; CVE-2024-39841,Exécution de code arbitraire à distance,De multiples vulnérabilités ont été découvertes dans Centreon web. Elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance.,2024-09-05T09:30:29.556687,Centreon Web – Centreon Web versions 24.04.x antérieures à 24.04.3 | Centreon Web – Centreon Web versions 23.04.x antérieures à 23.04.19 | Centreon Web – Centreon Web versions 22.10.x antérieures à 22.10.23 | Centreon Web – Centreon Web versions 23.10.x antérieures à 23.10.13
