reference,title,closed_at,cves,risks,summary,first_revision,affected_systems
CERTFR-2023-ALE-001,Vulnérabilité dans Fortinet FortiOS,2023-07-26,CVE-2022-41328,Contournement de la politique de sécurité; Exécution de code arbitraire à distance,"Le 07 mars 2023, Fortinet a publié un avis de sécurité détaillant
l’existence d’une vulnérabilité de type traversée de chemin (path
traversal) permettant à un attaquant authentifié avec un compte à
privilèges de lire et d'écrire des fichiers arbitrairement au travers de
l'interface en ligne de commande.

Le 09 mars 2023, Fortinet a publié un billet sur son blog détaillant
l'analyse de la compromission de plateformes de parefeux FortiGate avec
le système FortiOS par l'exploitation de la vulnérabilité CVE202241328
détaillé dans l'avis FGIR22369.

Fortinet indique que cette vulnérabilité est activement exploitée dans
le cadre d'attaques ciblées. C'est lors d'une réponse à incident
impliquant des parefeux FortiGate gérés par une console FortiManager
que les équipes de Fortinet ont pu identifier les informations
cidessous :

   Le vecteur de compromission initial semble provenir de la console
    FortiManager, ceci est déduit par la temporalité et la ressemblance
    des attaques simultanées sur différents parefeux gérés par la même
    console ;
   Le fichier /sbin/init est modifié et le fichier /bin/fgfm est
    créé, notamment pour assurer la persistance et ajouter des
    fonctionnalités de contrôle ;
   Dans les cas connus de l'éditeur, les parefeux impactés ont été
    brutalement arrêtés et leur redémarrage a été empêché par une
    protection du système contre la modification du microgiciel (option
    FIPS).

Remarque : les moyens ayant permis la prise de contrôle de la c",2023-03-14T01:00:00.000000,Fortinet FortiOS – FortiOS versions 6.x antérieures à 6.4.12 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.4 | Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.10
CERTFR-2023-ALE-002,[MàJ] Vulnérabilité dans Microsoft Outlook,2023-07-26,CVE-2023-23397; CVE-2023-29324,Élévation de privilèges,"\[mise à jour du 11 mai 2023\]
Possibilité de contournement du correctif proposé par l'éditeur par le
biais de la CVE202329324

\[mise à jour du 20 avril 2023\] clarification de la recommandation
pour le filtrage du flux SMB

\[mise à jour du 29 mars 2023\] complément d'information et
recommandation  


En date du 14 mars 2023, lors
de sa mise à jour mensuelle, Microsoft a indiqué l'existence
d'une vulnérabilité CVE202323397 affectant diverses versions du
produit Outlook pour Windows qui permet à un attaquant de récupérer le condensat
NetNTLMv2 (new technology LAN manager).

Microsoft indique que cette vulnérabilité est activement exploitée dans
le cadre d'attaques ciblées. Par ailleurs, le CERTFR a connaissance
d'une première preuve de concept publique (non encore qualifiée).

La vulnérabilité ne requiert pas d'intervention de l'utilisateur. Elle
est déclenchée lorsqu'un attaquant envoie un message contenant un
lien UNC (Universal Naming Convention) vers une ressource partagée
en SMB hébergée sur un serveur qui serait sous contrôle de
l'attaquant. Durant la connexion SMB au serveur malveillant, le message d’authentification
NTLM pour la négociation de l'authentification est envoyé, l'attaquant
peut ainsi le relayer auprès d'autres services supportant ce type
d'authentification pour obtenir un accès valide.

L'éditeur indique que les version d'Outlook pour Android, iOS, Mac, mais
aussi la version web et les services M365 ne sont pas vulnérables.

Microsoft a publié un code Po",2023-03-15T01:00:00.000000,Microsoft Office – Microsoft Office LTSC 2021 pour éditions 32 bits | Microsoft Office – Microsoft Office 2019 pour éditions 32 bits | Microsoft Office – Microsoft Office 2019 pour éditions 64 bits | Microsoft Office – Microsoft Office LTSC 2021 pour éditions 64 bits | Microsoft N/A – Microsoft 365 Apps pour Entreprise pour systèmes 32 bits | Microsoft N/A – Microsoft 365 Apps pour Entreprise pour systèmes 64 bits | Microsoft N/A – Microsoft Outlook 2013 RT Service Pack 1 | Microsoft N/A – Microsoft Outlook 2013 Service Pack 1 (éditions 64 bits) | Microsoft N/A – Microsoft Outlook 2013 Service Pack 1 (éditions 32 bits) | Microsoft N/A – Microsoft Outlook 2016 (édition 64 bits) | Microsoft N/A – Microsoft Outlook 2016 (édition 32 bits)
CERTFR-2023-ALE-003,[MàJ] Compromission de l'application 3CX Desktop App,2023-04-12,Aucune,Déploiement d'une charge utile malveillante sur le système,"Le 30 mars 2023, l'éditeur a publié un communiqué concernant la
compromission de leur application de bureau 3CX (3CX Desktop App).
Cette application de conférence vocale et vidéo, dans certaines
versions, est infectée par un cheval de Troie qui rend possible le
déploiement d'une charge utile à des fins malveillantes.

Le CERTFR ne peut pas confirmer, à ce stade, si d'autres versions que
celles mentionnées dans la section Systèmes affectés sont compromises.
Il est donc très fortement recommandé, quelle que soit la version, de
désinstaller l'application de bureau 3CX et de suivre la recommandation
de l'éditeur consistant à utiliser l'application web PWA. L'éditeur
propose un manuel d'utilisation qui peut simplifier cette transition
\[1\].

Par ailleurs, il est aussi indispensable de procéder à une
vérification des postes qui disposaient de cette application afin de
s'assurer qu'ils n'ont pas été compromis. Pour cela, plusieurs rapports
en source ouverte proposent des marqueurs de compromission à vérifier
\[2\]\[3\]. En cas de suspicion de compromission, il est recommandé de
continuer les investigations (cf. bons réflexes en cas d'intrusion sur
votre système d'information \[4\]).",2023-03-31T02:00:00.000000,"Apple MacOS – Application de bureau 3CX (application Electron pour macOS) versions 18.11.1213, 18.12.402, 18.12.407 et 18.12.416 | Microsoft Windows – Application de bureau 3CX (application Electron pour Windows) versions 18.12.407 et 18.12.416"
CERTFR-2023-ALE-004,Vulnérabilité dans les produits Fortinet,2023-09-11,CVE-2023-27997,Exécution de code arbitraire à distance,"Le 12 juin 2023, Fortinet a publié un avis de sécurité concernant la
vulnérabilité CVE202327997. Celleci permet à un attaquant non
authentifié d'exécuter du code arbitraire à distance sur des produits
Fortinet qui proposent une fonctionnalité de VPN SSL.

Dans une communication supplémentaire (cf. section Documentation),
Fortinet indique que cette vulnérabilité n'est exploitable que si la
fonctionnalité VPN SSL est activée. De plus, celleci serait
activement exploitée dans le cadre d'attaques ciblées.

Le CERTFR a connaissance d'une preuve de concept disponible
publiquement. En l'état, le code permet uniquement un déni de service à
distance. Le CERTFR recommande donc d'appliquer le correctif,
disponible depuis le 9 juin 2023, dans les meilleurs délais.

La communication supplémentaire \[1\] de Fortinet contient également des
recommandations utiles concernant la recherche de marqueurs de
compromission, le durcissement de l'équipement ainsi que le rappel de
bonnes pratiques de sécurité.",2023-06-13T02:00:00.000000,Fortinet FortiProxy – FortiProxy versions antérieures à 7.0.10 | Fortinet FortiOS – FortiOS versions 6.0.x antérieures à 6.0.17 | Fortinet FortiOS – FortiOS versions 6.2.x antérieures à 6.2.14 | Fortinet FortiOS – FortiOS-6K7K versions 6.4.x antérieures à 6.4.13 | Fortinet FortiOS – FortiOS-6K7K versions 6.0.x antérieures à 6.0.17 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.5 | Fortinet FortiOS – FortiOS-6K7K versions 7.0.x antérieures à 7.0.12 | Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.12 | Fortinet FortiOS – FortiOS-6K7K versions 6.2.x antérieures à 6.2.15 | Fortinet FortiOS – FortiOS versions 6.4.x antérieures à 6.4.13 | Fortinet FortiProxy – FortiProxy versions 7.2.x antérieures à 7.2.4
CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-09-11,CVE-2023-34362; CVE-2023-35036; CVE-2023-35708,Exécution de code arbitraire à distance,"La découverte d'une vulnérabilité affectant le logiciel MOVEit Transfer
de Progress Software, le 31 mai 2023, avait conduit le CERTFR à publier
des éléments d'information dans le bulletin d'actualité
CERTFR2023ACT025.

L'objet de cette alerte CERTFR2023ALE005 est de faire le point sur
l'exploitation de cette vulnérabilité par le groupe cybercriminel CL0P
ainsi que de synthétiser les mesures de remédiation et de correction à
appliquer par les utilisateurs du logiciel MOVEit Transfer.

Télécharger le rapport : Exploitation
d'une vulnérabilité dans MOVEit Transfer par le groupe cybercriminel
CL0P",2023-07-05T02:00:00.000000,Progress MOVEit Transfer – MOVEit Transfer versions 2021.0.x antérieures à 2021.0.8 (13.0.8) | Progress MOVEit Transfer – MOVEit Transfer versions 2021.1.x antérieures à 2021.1.6 (13.1.6) | Progress MOVEit Transfer – MOVEit Transfer versions antérieures à 2020.1.10 (12.1.10) | Progress MOVEit Transfer – MOVEit Transfer versions 2022.1.x antérieures à 2022.1.7 (14.1.7) | Progress MOVEit Transfer – MOVEit Transfer versions 2023.x antérieures à 2023.0.3 (15.0.3) | Progress MOVEit Transfer – MOVEit Cloud versions antérieures à 15.0.2.39 (test) | Progress MOVEit Transfer – MOVEit Transfer versions 2022.0.x antérieures à 2022.0.6 (14.0.6) | Progress MOVEit Transfer – MOVEit Cloud versions antérieures à 14.4.6.97 ou 14.0.5.45 (production)
CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,2023-12-12,CVE-2023-36884,Exécution de code arbitraire à distance,"Description de la vulnérabilité

Dans le cadre de son Patch Tuesday, en date du 11 juillet 2023,
Microsoft a indiqué l'existence d'une vulnérabilité référencée
CVE202336884 \[1\] au sein de plusieurs versions de Windows et
produits Office. Un score CVSSv3 de 8.3 lui a été attribué.

L'éditeur confirme qu'elle est activement exploitée de façon ciblée
\[2\].

La vulnérabilité CVE202336884 permet à un attaquant d'exécuter du code
arbitraire à distance dans le contexte utilisateur à l'aide d'un
document Microsoft Office spécialement conçu, préalablement transmis à
l'aide de technique d'ingénierie sociale.

Le CERTFR recommande fortement de mettre en œuvre les moyens
d'atténuation proposés par l'éditeur en attendant la publication d'un
correctif.

Cette alerte sera mise à jour de façon régulière au gré des nouveaux
éléments qui nous seront communiqués.

 

 Campagne d'exploitation

La CVE202336884 aurait été exploitée, d’après Microsoft \[4\], par le
mode opératoire Storm0978 lors d’une campagne en juin 2023 contre des
entités gouvernementales et du secteur de la défense européennes et
nordaméricaines à des fins d’espionnage. Le code malveillant utilisé
par les attaquants suite à l’exploitation de cette vulnérabilité,
présenterait des similarités avec la porte dérobée RomCom.

RomCom est un code malveillant découvert en août 2022 par PaloAlto
\[5\], qui aurait été utilisé depuis octobre 2022 dans des campagnes
d’espionnage contre des entités gouvernementales et militaires
ukrainie",2023-12-12T01:00:00.000000,Microsoft Office – Microsoft Office LTSC 2021 pour éditions 32 bits | Microsoft Office – Microsoft Office 2019 pour éditions 32 bits | Microsoft Office – Microsoft Office 2019 pour éditions 64 bits | Microsoft Office – Microsoft Office LTSC 2021 pour éditions 64 bits | Microsoft N/A – Microsoft Word 2016 (édition 64 bits) | Microsoft N/A – Microsoft Word 2013 Service Pack 1 (éditions 64 bits) | Microsoft N/A – Microsoft Word 2013 Service Pack 1 (éditions 32 bits) | Microsoft N/A – Microsoft Word 2016 (édition 32 bits) | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 1809 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 22H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 | Microsoft Windows – Windows 10 Version 22H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 1607 pour systèmes x64 | Microsoft Windows – Windows 11 version 21H2 pour systèmes x64 | Microsoft Windows – Windows Server 2016 (Server Core installation) | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation) | Microsoft Windows – Windows 10 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 1809 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 21H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation) | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes 32 bits | Microsoft Windows – Windows Server 2012 R2 (Server Core installation) | Microsoft Windows – Windows 10 pour systèmes x64 | Microsoft Windows – Windows Server 2012 | Microsoft Windows – Windows 10 Version 22H2 pour systèmes 32 bits | Microsoft Windows – Windows Server 2016 | Microsoft Windows – Windows Server 2012 R2 | Microsoft Windows – Windows 10 Version 1809 pour systèmes x64 | Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows 11 Version 22H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 1607 pour systèmes 32 bits | Microsoft Windows – Windows Server 2012 (Server Core installation) | Microsoft Windows – Windows 11 version 21H2 pour systèmes ARM64 | Microsoft Windows – Windows 11 Version 22H2 pour systèmes ARM64
CERTFR-2023-ALE-007,[MàJ] Vulnérabilité dans Zimbra Collaboration Suite,2024-01-02,CVE-2023-37580,Atteinte à la confidentialité des données; Atteinte à l'intégrité des données,"\[Mise à jour du 26 juillet 2023\]
Publication du correctif de sécurité par l'éditeur  


Le 26 juillet 2023, l'éditeur a publié un
correctif de sécurité \[1\] pour cette vulnérabilité immatriculée
CVE202337580. Il est donc fortement recommandé de déployer le
correctif P41 pour toutes les versions 8.8.15 du produit Zimbra
Collaboration Suite.

Le 13 juillet 2023, Zimbra a publié un avis de sécurité alertant de
l'existence d'une vulnérabilité affectant sa solution Collaboration
Suite dans la version 8.8.15

Cette vulnérabilité permet à un attaquant de réaliser une injection de
code indirecte (XSS) pour porter atteinte à l'intégrité des données et
la confidentialité des données. Aucun identifiant CVE ne lui a été
attribué au moment de la publication de la présente alerte.

Le CERTFR rappelle que les
versions 8.x antérieures à 8.8.15 ne sont plus supportées. \[Mise
à jour du 18 juillet 2023\] L'éditeur confirme que toutes les versions
8.x sont affectées.

L'éditeur indique que cette
vulnérabilité est activement exploitée alors qu'une version
corrective n'est pas disponible.",2023-07-17T02:00:00.000000,Synacor Zimbra Collaboration – Zimbra Collaboration Suite 8.x
CERTFR-2023-ALE-008,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway,2024-01-02,CVE-2023-3519,Exécution de code arbitraire à distance,"Le 18 juillet 2023, Citrix a publié un avis de sécurité concernant
plusieurs vulnérabilités. La plus critique, dont l'identifiant CVE est
CVE20233519, permet à un attaquant non authentifié d'exécuter du code
arbitraire à distance.

L'équipement est vulnérable s'il est configuré en tant que passerelle
(Gateway : VPN virtual server, ICA Proxy, CVPN, RDP Proxy) ou en tant
que serveur virtuel AAA (AAA virtual server).

L'éditeur indique que les produits NetScaler ADC et NetScaler Gateway en
version 12.1 sont en fin de vie. Les clients sont invités à migrer vers
une version supportée et à jour des correctifs de sécurité.

Citrix indique que cette vulnérabilité est activement exploitée. Le
CERTFR recommande donc fortement d'appliquer le correctif dans les plus
brefs délais.

 Détection d'une compromission

\[mise à jour du 20 juillet
2023\] La CISA a documenté une méthode de recherche des signes
d'une compromission de l'équipement \[2\].",2023-07-19T02:00:00.000000,Citrix NetScaler ADC – NetScaler ADC 13.1-FIPS antérieures à 13.1-37.159 | Citrix N/A – NetScaler ADC et NetScaler Gateway versions 13.1-x antérieures à 13.1-49.13 | Citrix NetScaler ADC – NetScaler ADC 12.1-FIPS antérieures à 12.1-55.297 | Citrix N/A – NetScaler ADC et NetScaler Gateway versions 13.0-x antérieures à 13.0-91.13 | Citrix NetScaler ADC – NetScaler ADC 12.1-NDcPP antérieures à 12.1-55.297
CERTFR-2023-ALE-009,[MàJ] Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile,2023-09-15,CVE-2023-35081; CVE-2023-35082; CVE-2023-35078,Exécution de code arbitraire à distance; Atteinte à la confidentialité des données; Atteinte à l'intégrité des données; Contournement de la politique de sécurité,"\[Mise à jour
du 15 septembre 2023\] Correction de la vulnérabilité
CVE202335082

Le 21 août 2023, l'éditeur a publié une mise à jour du bulletin
complémentaire de sécurité \[3\] pour annoncer la disponibilité d'un
correctif concernant la vulnérabilité CVE202335082. Ce correctif est
inclus dans la version 11.11.0.0 d'Ivanti EPMM \[5\].

\[Mise à jour
du 11 août 2023\] Avis Ivanti concernant la vulnérabilité
CVE202335082

Le 07 août 2023, Ivanti a publié un nouvel avis de sécurité \[3\]
indiquant que la vulnérabilité CVE202335082 affecte toutes les
versions de Endpoint Manager Mobile, et non pas uniquement les versions
antérieures à 11.3 comme indiqué dans l'avis du 02 août 2023 \[4\].

Cette vulnérabilité permet à un attaquant d'obtenir un accès non
authentifié à des chemins d'API spécifiques afin de récupérer des
informations personnellement identifiables (PII) d'utilisateurs.

Dans l’attente de la publication de la version 11.11, Ivanti fournit un
script RPM corrigeant cette vulnérabilité pour les versions 11.8.1.2,
11.9.1.2 et 11.10.0.3. Si l’équipement est dans une version antérieure,
il est conseillé de le mettre à jour vers l’une de ces trois versions,
puis d’exécuter le script. Cette procédure est décrite dans l’avis.

L'éditeur annonce que :

   La vulnérabilité CVE202335082 est exploitable uniquement sur HTTP
    mais pas HTTPS ;
   Une preuve de concept est disponible publiquement ;
   La vulnérabilité CVE202335082 est activement exploitée.

\[Mise à jour du 02 août",2023-07-26T02:00:00.000000,
CERTFR-2023-ALE-010,Multiples vulnérabilités dans Exim,2024-02-16,CVE-2023-42118; CVE-2023-42116; CVE-2023-42115; CVE-2023-42117; CVE-2023-42119; CVE-2023-42114,Exécution de code arbitraire à distance; Atteinte à la confidentialité des données; Atteinte à l'intégrité des données; Contournement de la politique de sécurité,"Le 27 septembre 2023, Zero Day Initiative (ZDI) a publié six avis de
sécurité \[1\] concernant des vulnérabilités de type zérojour affectant
les versions antérieures à 4.96.1 ou 4.97 de l'agent de transfert de
courriels (Mail Transfer Agent ou MTA) Exim. Le 1er octobre 2023,
l'éditeur a publié un avis de sécurité \[2\] contenant les détails des
six vulnérabilités découvertes par ZDI.

L'éditeur annonce dans son bulletin du 1er octobre 2023 la
correction, dans les versions 4.96.1 et 4.97 d'Exim, de trois
vulnérabilités affectant la gestion de l'authentification :

   Les vulnérabilités identifiées CVE202342114 et CVE202342116
    ayant respectivement un score CVSSv3 de 3.7 et 8.1 sont présentes
    dans le soussystème SPA/NTLM. Ce dernier introduit une faiblesse
    dans la validation des entrées utilisateurs lors du traitement des
    demandes de défis (challenges) NTLM. Un attaquant distant est en
    mesure de provoquer une atteinte à la confidentialité des données et
    une exécution de code arbitraire ;
   La vulnérabilité CVE202342115, avec un score CVSSv3 de 9.8, est
    liée à l'implémentation du mécanisme EXTERNAL de la couche
    d'authentification et de sécurité simple (Simple Authentication and
    Security Layer ou SASL). Un manque de validation des données
    fournies par l'utilisateur permet à un attaquant distant de tenter
    une exécution de code arbitraire.

Cependant, à la date de publication initiale de cette alerte, l'éditeur
ne propose pas de correctif",2023-10-02T02:00:00.000000,Exim N/A – Exim versions antérieures à 4.96.1 ou 4.97
CERTFR-2023-ALE-011,[MàJ] Multiples vulnérabilités dans Cisco IOS XE,2024-02-16,CVE-2023-20198; CVE-2023-20273,Exécution de code arbitraire à distance; Élévation de privilèges; Contournement de la politique de sécurité,"\[Mise à jour du 02 novembre
2023\]

La version 17.3.8a est disponible.

\[Mise à jour du 31 octobre 2023\]

Les détails techniques de la vulnérabilité CVE202320198 sont désormais
disponibles publiquement. Cette vulnérabilité était déjà massivement
exploitée. Tous les équipements exposant l'interface de gestion Web
d'IOS XE doivent être considérés comme compromis.

\[Mise à jour du 30 octobre 2023\]

Les versions 17.6.6a et 16.12.10a sont disponibles.

\[Mise à jour du 23 octobre 2023\]

Le 22 octobre 2023, Cisco a mis à jour son avis de sécurité pour ajouter
la vulnérabilité CVE202320273. Celleci est activement exploitée par
les attaquants pour élever leurs privilèges à root après avoir créé un
utilisateur de niveau 15. Cela leur permet de placer un implant sur le
système de fichiers de l'équipement.

La version 17.9.4a corrige ces vulnérabilités pour la branche 17.9.x. La
date de disponibilité des autres correctifs n'a pas été annoncée.

\[Publication initiale\]

Le 16 octobre 2023, Cisco a publié un avis de sécurité concernant la
vulnérabilité CVE202320198 affectant l'interface Web de gestion d'IOS
XE (webui). Cette vulnérabilité permet à un attaquant non authentifié
de créer un [utilisateur disposant des privilèges de niveau
15](https://learningnetwork.cisco.com/s/blogs/a0D3i000002eeWTEAY/ciscoiosprivilegelevels).
Cela donne accès à toutes les commandes et la possibilité de modifier la
configuration de l'équipement vulnérable, ce qui revient à en prendre le
contrôle compl",2023-10-17T02:00:00.000000,Cisco IOS XE – IOS XE versions 17.6.x antérieures à 17.6.6a | Cisco IOS XE – Cisco IOS XE si l'interface Web de gestion est accessible | Cisco IOS XE – IOS XE sur Catalyst 3650 et 3850 versions 16.12.x antérieures à 16.12.10a | Cisco IOS XE – IOS XE versions 17.3.x antérieures à 17.3.8a | Cisco IOS XE – IOS XE versions 17.9.x antérieures à 17.9.4a
CERTFR-2023-ALE-012,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway,2024-02-16,CVE-2023-4966,Atteinte à la confidentialité des données; Exécution de code arbitraire à distance,"\[Mise à jour du 22 novembre
2023\]

L'éditeur a publié un document \[3\] le 20 novembre 2023 listant les
différents journaux à analyser ainsi que les éléments à rechercher pour
identifier une activité pouvant être liée à une compromission.

Par ailleurs, la CISA a publié un avis de sécurité le 21 novembre 2023
\[4\] indiquant que, comme anticipé le 24 octobre, des campagnes d'exploitation
massives sont en cours notamment pour le déploiement de rançongiciels.

Le CERTFR rappelle que tout équipement
qui n'aurait pas été mis à jour doit être considéré comme compromis. Il
est impératif de réaliser des investigations sans délai \[5\] en
s'appuyant sur l'ensemble des recommandations fournies dans les
différentes publications \[2\]\[3\]\[4\].

 

\[Mise à jour du 24 octobre 2023\]
Des chercheurs ont publiés des détails techniques sur la
vulnérabilité ce jour. Le
CERTFR anticipe l'apparition de codes d'exploitation publics suivie
d'une augmentation des tentatives d'exploitation de cette
vulnérabilité.

\[Publication initiale\]

Le 10 octobre 2023, Citrix a publié un avis de sécurité \[1\] concernant
la vulnérabilité CVE20234966 affectant NetScaler ADC et NetScaler
Gateway. L'éditeur lui a donné un score de 9,4 et indiqué qu'elle permet
une atteinte à la confidentialité des données.

Le 17 octobre 2023, Citrix a mis son avis à jour pour déclarer avoir
connaissance d'exploitations actives de la vulnérabilité CVE20234966.

Le même jour, Mandiant a publié un billet de blogue \[2\] dans ",2023-10-23T02:00:00.000000,
CERTFR-2023-ALE-013,Vulnérabilité dans Apache Struts 2,2024-02-16,CVE-2023-50164,Exécution de code arbitraire à distance,"Le 4 décembre 2023, Apache a publié un avis de sécurité
concernant la vulnérabilité critique CVE202350164 concernant le cadriciel Struts 2. Cette vulnérabilité
permet à un attaquant non authentifié de téléverser une porte dérobée
sur un serveur vulnérable, et ainsi exécuter du code arbitraire à
distance.

Le 12 décembre 2023, un premier code d'exploitation a été
publié publiquement et le CERTFR a connaissance de tentatives
d'exploitation.

Il est urgent d'effectuer la mise à jour des applications
s'appuyant sur le cadriciel Struts dans les plus brefs délais, car le
CERTFR anticipe des tentatives d'exploitation en
masse de la vulnérabilité CVE202350164.",2023-12-13T01:00:00.000000,Apache Struts – Struts versions 2.x antérieures à 2.5.33 | Apache Struts – Struts versions 6.x antérieures à 6.3.0.2
CERTFR-2023-ALE-015,[MàJ] Campagne d'exploitation d'une vulnérabilité affectant VMware ESXi,2023-03-14,CVE-2021-21974; CVE-2020-3992,Exécution de code arbitraire à distance,"\[Mise à jour du 10 février
2023\]  
Une nouvelle vague d’attaque démarrée le 8 février change la méthode de
chiffrement permettant de chiffrer un plus grand volume de données dans
les fichiers de grande taille rendant la restauration des données plus
difficile voire impossible.

\[Mise à jour du 05 février 2023\] Mise à jour du résumé et de la
section 'Solution'.

Le 03 février 2023, le CERTFR a pris connaissance de campagnes
d'attaque ciblant les hyperviseurs VMware ESXi dans le but d'y déployer
un rançongiciel.

Dans l'état actuel des
investigations, ces campagnes d'attaque semblent avoir tiré parti
de l'exposition d'hyperviseurs ESXi qui n'auraient pas été mis à jour
des correctifs de sécurité suffisamment rapidement. En particulier, le
service SLP semble avoir été visé, service pour lequel plusieurs
vulnérabilités avaient fait l'objet de correctifs successifs (notamment
les vulnérabilités CVE20203992 et CVE202121974, cf. section
Documentation). Ces vulnérabilités permettent à un attaquant de réaliser
une exploitation de code arbitraire à distance. Des codes d'exploitation
sont disponibles en source ouverte depuis au moins mai 2021.

Les systèmes actuellement visés seraient des hyperviseurs ESXi en
version 6.x et antérieures à 6.7.

Cependant, le CERTFR rappelle que les vulnérabilités affectant SLP
concernent les systèmes suivants :

   ESXi versions 7.x antérieures à ESXi70U1c17325551
   ESXi versions 6.7.x antérieures à ESXi670202102401SG
   ESXi versions 6.5.x antérieu",2023-02-03T18:00:00.000000,
CERTFR-2024-ALE-001,[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,2024-04-15,CVE-2023-46805; CVE-2024-21887; CVE-2024-21893; CVE-2024-21888; CVE-2024-22024,Exécution de code arbitraire à distance; Élévation de privilèges; Contournement de la politique de sécurité,"[Mise à jour du 4 mars 2024] Ivanti a publié le 29 février des recommandations de résolution pour les Ivanti Connect Secure ou Policy Secure en machine virtuelle [16].  [Mise à jour du 15 février 2024] l'éditeur a publié le 15 février des correctifs pour les versions suivantes, qui n'en disposaient pas encore jusquelà :   Ivanti Connect Secure versions 9.1R15.3, 9.1R16.3, 22.1R6.1, 22.2R4.1, 22.3R1.1 et 22.4R1.1 Ivanti Policy Secure versions 9.1R16.3, 22.4R1.1 et 22.6R1.1  [Mise à jour du 09 février 2024] Ajout de la vulnérabilité CVE202422024  La publication des premières vulnérabilités a fait suite à la découverte par l'éditeur de leur exploitation ciblée, probablement depuis 2023. L'exploitation de ces vulnérabilités aurait permis aux attaquants de se latéraliser et de récupérer des identifiants sur les équipements Ivanti compromis. Ensuite, des codes d'exploitation, puis de nouvelles vulnérabilités, ont été publiés mijanvier. L'ensemble de ces vulnérabilités est exploité massivement. Le 08 février 2024, Ivanti a publié un bulletin de sécurité concernant la vulnérabilité CVE202422024, affectant les produits Ivanti Connect Secure, Ivanti Policy Secure et ZTA gateways. Le détail des versions vulnérables est disponible dans la section solution. Elle permet à un attaquant non authentifié d'accéder à des ressources restreintes. Les chercheurs ayant découvert cette vulnérabilité ont publié une preuve de concept.  [Mise à jour du 04 février 2024] Ajout de recommandations pour une",2024-01-11T01:00:00.000000,"Ivanti N/A – Ivanti Connect Secure (ICS, anciennement Pulse Connect Secure) toutes versions | Ivanti N/A – Ivanti Neurons pour passerelles ZTA, toutes versions, en cours d'installation et non connecté à un contrôleur ZTA | Ivanti N/A – Ivanti Policy Secure gateways (IPS) toutes versions"
