cve,description,cvss_score,cwe,cwe_description,epss_score,affected
CVE-2023-21539,Windows Authentication Remote Code Execution Vulnerability,7.5,CWE-125,CWE-125: Out-of-bounds Read,0.007540000,Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0
CVE-2023-21768,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,7.8,CWE-822,CWE-822: Untrusted Pointer Dereference,0.718160000,Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0
CVE-2023-21537,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,7.8,CWE-367,CWE-367: Time-of-check Time-of-use (TOCTOU) Race Condition,0.001360000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21725,Windows Malicious Software Removal Tool Elevation of Privilege Vulnerability,6.3,CWE-59,CWE-59: Improper Link Resolution Before File Access ('Link Following'),0.001110000,Microsoft | Windows Malicious Software Removal Tool | 5.0.0
CVE-2023-21680,Windows Win32k Elevation of Privilege Vulnerability,7.8,CWE-416,CWE-416: Use After Free,0.001610000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21679,Windows Layer 2 Tunneling Protocol (L2TP) Remote Code Execution Vulnerability,8.1,CWE-416,CWE-416: Use After Free,0.001630000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21773,Windows Kernel Elevation of Privilege Vulnerability,7.8,CWE-416,CWE-416: Use After Free,0.006560000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21752,Windows Backup Service Elevation of Privilege Vulnerability,7.1,CWE-284,CWE-284: Improper Access Control,0.425320000,Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 7 | 6.1.0
CVE-2023-21748,Windows Kernel Elevation of Privilege Vulnerability,7.8,Non disponible,Elevation of Privilege,0.003400000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21682,Windows Point-to-Point Protocol (PPP) Information Disclosure Vulnerability,5.3,CWE-125,CWE-125: Out-of-bounds Read,0.019670000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21739,Windows Bluetooth Driver Elevation of Privilege Vulnerability,7,CWE-591,CWE-591: Sensitive Data Storage in Improperly Locked Memory,0.001300000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows 8.1 | 6.3.0
CVE-2023-21555,Windows Layer 2 Tunneling Protocol (L2TP) Remote Code Execution Vulnerability,8.1,CWE-367,CWE-367: Time-of-check Time-of-use (TOCTOU) Race Condition,0.001710000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21757,Windows Layer 2 Tunneling Protocol (L2TP) Denial of Service Vulnerability,7.5,CWE-476,CWE-476: NULL Pointer Dereference,0.051060000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21542,Windows Installer Elevation of Privilege Vulnerability,7,CWE-59,CWE-59: Improper Link Resolution Before File Access ('Link Following'),0.003260000,Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21733,Windows Bind Filter Driver Elevation of Privilege Vulnerability,7,CWE-122,CWE-122: Heap-based Buffer Overflow,0.001250000,Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0
CVE-2023-21765,Windows Print Spooler Elevation of Privilege Vulnerability,7.8,CWE-190,CWE-190: Integer Overflow or Wraparound,0.007080000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21728,Windows Netlogon Denial of Service Vulnerability,7.5,CWE-400,CWE-400: Uncontrolled Resource Consumption,0.004430000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21559,Windows Cryptographic Information Disclosure Vulnerability,5.5,CWE-20,CWE-20: Improper Input Validation,0.016160000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0
CVE-2023-21551,Microsoft Cryptographic Services Elevation of Privilege Vulnerability,7.8,CWE-416,CWE-416: Use After Free,0.000950000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0
CVE-2023-21549,Windows SMB Witness Service Elevation of Privilege Vulnerability,8.8,CWE-285,CWE-285: Improper Authorization,0.021970000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21557,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,7.5,CWE-190,CWE-190: Integer Overflow or Wraparound,0.005540000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0 || Microsoft | Windows 10 Version 1507 | 10.0.10240.0 || Microsoft | Windows 10 Version 1607 | 10.0.14393.0 || Microsoft | Windows Server 2016 | 10.0.14393.0 || Microsoft | Windows Server 2016 (Server Core installation) | 10.0.14393.0 || Microsoft | Windows 7 | 6.1.0 || Microsoft | Windows 7 Service Pack 1 | 6.1.0 || Microsoft | Windows 8.1 | 6.3.0 || Microsoft | Windows Server 2008 Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 Service Pack 2 (Server Core installation) | 6.0.6003.0 || Microsoft | Windows Server 2008  Service Pack 2 | 6.0.6003.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 | 6.1.7601.0 || Microsoft | Windows Server 2008 R2 Service Pack 1 (Server Core installation) | 6.1.7601.0 || Microsoft | Windows Server 2012 | 6.2.9200.0 || Microsoft | Windows Server 2012 (Server Core installation) | 6.2.9200.0 || Microsoft | Windows Server 2012 R2 | 6.3.9600.0 || Microsoft | Windows Server 2012 R2 (Server Core installation) | 6.3.9600.0
CVE-2023-21676,Windows Lightweight Directory Access Protocol (LDAP) Remote Code Execution Vulnerability,8.8,Non disponible,Remote Code Execution,0.042160000,Microsoft | Windows 10 Version 1809 | 10.0.17763.0 || Microsoft | Windows 10 Version 1809 | 10.0.0 || Microsoft | Windows Server 2019 | 10.0.17763.0 || Microsoft | Windows Server 2019 (Server Core installation) | 10.0.17763.0 || Microsoft | Windows Server 2022 | 10.0.20348.0 || Microsoft | Windows 10 Version 20H2 | 10.0.0 || Microsoft | Windows 11 version 21H2 | 10.0.0 || Microsoft | Windows 10 Version 21H2 | 10.0.19043.0 || Microsoft | Windows 11 version 22H2 | 10.0.22621.0 || Microsoft | Windows 10 Version 22H2 | 10.0.19045.0
CVE-2023-21538,.NET Denial of Service Vulnerability,7.5,CWE-502,CWE-502: Deserialization of Untrusted Data,0.006540000,Microsoft | .NET 6.0 | 6.0.0 || Microsoft | PowerShell 7.2 | 7.2.0
CVE-2023-21531,Azure Service Fabric Container Elevation of Privilege Vulnerability,7,CWE-284,CWE-284: Improper Access Control,0.001520000,Microsoft | Azure Service Fabric 8.2 | 8.2 || Microsoft | Azure Service Fabric 9.0 for Linux | 9.0 || Microsoft | Azure Service Fabric 9.1 | 9.1
